Source,Plant Name,State,Year,Sector,Annual Generation (In MU)
hydro,Bansagar Tons III Hydroelectric Power Project,Madhya Pradesh,2015-16,state,40.00
hydro,Bargi Hydroelectric Power Project,Madhya Pradesh,2015-16,state,328.00
hydro,Baspa II Hydroelectric Power Project,Himachal Pradesh,2015-16,private,1305.00
hydro,Bassi Hydroelectric Power Project,Himachal Pradesh,2015-16,state,316.00
hydro,Bhadra Left Bank Canal Power House,Karnataka,2015-16,state,40.00
hydro,Bhakra Nangal (Left & Right) Hydroelectric Power Project,Himachal Pradesh,2015-16,central,5893.00
hydro,Bhandardhara II Hydroelectric Power Project,Maharashtra,2015-16,private,83.00
hydro,Bhavani Kattalai Barrage I Hydroelectric Power Project,Tamil Nadu,2015-16,state,6.00
hydro,Bhavani Kattalai Barrage II Hydroelectric Power Project,Tamil Nadu,2015-16,state,7.00
hydro,Bhavani Kattalai Barrage III Hydroelectric Power Project,Tamil Nadu,2015-16,state,157.00
hydro,Bhira Hydroelectric Power Project,Maharashtra,2015-16,private,640.00
hydro,Bhira Tail Race Hydroelectric Power Project,Maharashtra,2015-16,state,74.00
hydro,Bhivpuri Hydroelectric Power Project,Maharashtra,2015-16,private,197.00
hydro,Budhil Hydroelectric Power Project,Himachal Pradesh,2015-16,private,288.00
hydro,Chamera I Hydroelectric Power Project,Himachal Pradesh,2015-16,central,2624.00
hydro,Chamera II Hydroelectric Power Project,Himachal Pradesh,2015-16,central,1524.00
hydro,Chamera III Hydroelectric Power Project,Himachal Pradesh,2015-16,central,1044.00
hydro,Chibro (Yamuna St.II) Hydroelectric Power Project,Uttarakhand,2015-16,state,814.00
hydro,Chilla Hydroelectric Power Project,Uttarakhand,2015-16,state,754.00
hydro,Chutak Hydroelectric Power Project,Ladakh,2015-16,central,37.00
hydro,Chuzachen Hydroelectric Power Project,Sikkim,2015-16,private,421.00
hydro,Dehar Power House,Himachal Pradesh,2015-16,central,3339.00
hydro,Dhakrani (Yamuna St.I) Hydroelectric Power Project,Uttarakhand,2015-16,state,137.00
hydro,Dhalipur (Yamuna St.I) Hydroelectric Power Project,Uttarakhand,2015-16,state,205.00
hydro,Dhauliganga Hydroelectric Power Project,Uttarakhand,2015-16,central,1090.00
hydro,Doyang Hydroelectric Power Project,Nagaland,2015-16,central,163.00
hydro,Dulhasti Hydroelectric Power Project,Jammu and Kashmir,2015-16,central,2361.00
hydro,Gandhi Sagar Hydroelectric Power Project,Madhya Pradesh,2015-16,state,383.00
hydro,Ganguwal Power House,Punjab,2015-16,central,421.93
hydro,Gerusoppa (Sharavathy Tail Race) Power House,Karnataka,2015-16,state,303.00
hydro,Ghat Prabha Dam Power House,Karnataka,2015-16,state,32.00
hydro,Ghatgarh Hydroelectric Power Project,Maharashtra,2015-16,state,302.00
hydro,Giri Bata Hydroelectric Power Project,Himachal Pradesh,2015-16,state,189.00
hydro,Hampi Canal Power House,Karnataka,2015-16,state,64.50
hydro,Hasdeobango Hydroelectric Power Project,Chhattisgarh,2015-16,state,323.00
hydro,Hirakud (Burla & Chiplima) Hydroelectric Power Project,Odisha,2015-16,state,684.00
hydro,Idamalayar Hydroelectric Power Project,Kerala,2015-16,state,273.00
hydro,Idukki Hydroelectric Power Project,Kerala,2015-16,state,2372.00
hydro,Indira Sagar Hydroelectric Power Project,Madhya Pradesh,2015-16,central,1974.00
hydro,Jaldhaka I Hydroelectric Power Project,West Bengal,2015-16,state,173.00
hydro,Jawahar Sagar Hydroelectric Power Project,Rajasthan,2015-16,state,349.00
hydro,Jog (Mahatma Gandhi) Hydroelectric Power Project,Karnataka,2015-16,state,318.00
hydro,Jorethang Loop Hydroelectric Power Project,Sikkim,2015-16,private,75.00
hydro,Kadana Hydroelectric Power Project,Gujarat,2015-16,state,290.00
hydro,Kadmparai Power House,Tamil Nadu,2015-16,state,413.00
hydro,Kadra Dam Power House,Karnataka,2015-16,state,220.00
hydro,Kakkad Hydroelectric Power Project,Kerala,2015-16,state,184.00
hydro,Kalinadi Nagjhari Power House,Karnataka,2015-16,state,1948.00
hydro,Kalinadi Nagjhari Supa Dam Power House,Karnataka,2015-16,state,325.00
hydro,Karbi Langpai Hydroelectric Power Project,Assam,2015-16,state,409.00
hydro,Karcham Wangtoo Hydroelectric Power Project,Himachal Pradesh,2015-16,private,4726.00
hydro,Khandong Hydroelectric Power Project,Assam,2015-16,central,175.00
hydro,Khara Hydroelectric Power Project,Uttar Pradesh,2015-16,state,321.00
hydro,Khatima Hydroelectric Power Project,Uttarakhand,2015-16,state,120.00
hydro,Khodri (Yamuna St.II) Hydroelectric Power Project,Uttarakhand,2015-16,state,376.00
hydro,Khopoli Hydroelectric Power Project,Maharashtra,2015-16,private,261.00
hydro,Kodasali Dam Power House,Karnataka,2015-16,state,203.00
hydro,Kodayar I & II Power House,Tamil Nadu,2015-16,state,279.00
hydro,Koldam Hydroelectric Power Project,Himachal Pradesh,2015-16,central,2309.00
hydro,Kopili Hydroelectric Power Project,Assam,2015-16,central,782.00
hydro,Koteshwar Hydroelectric Power Project,Uttarakhand,2015-16,central,1248.00
hydro,Kotla Power House,Punjab,2015-16,central,430.45
hydro,Koyna Dam Power House,Maharashtra,2015-16,state,136.00
hydro,"Koyna I,II,III & IV Hydroelectric Power Project",Maharashtra,2015-16,state,2840.00
hydro,Kulhal (Yamuna St.IV) Hydroelectric Power Project,Uttarakhand,2015-16,state,139.00
hydro,Kundah I to V Hydroelectric Power Project,Tamil Nadu,2015-16,state,1372.00
hydro,"Kuttiyadi Hydroelectric Old, Additional & Extension Power House",Kerala,2015-16,state,578.00
hydro,Kyrdemkulai (Umium III) Hydroelectric Power Project,Meghalaya,2015-16,state,118.00
hydro,Larji Hydroelectric Power Project,Himachal Pradesh,2015-16,state,657.00
hydro,Lingnamakki Dam Power House,Karnataka,2015-16,state,119.00
hydro,Loktak Hydroelectric Power Project,Manipur,2015-16,central,537.00
hydro,Lower Jhelum Hydroelectric Power Project,Jammu and Kashmir,2015-16,state,666.00
hydro,Lower Jurala Hydroelectric Power Project,Telangana,2015-16,state,9.00
hydro,Lower Mettur I to IV Hydroelectric Power Project,Tamil Nadu,2015-16,state,223.00
hydro,Lower Periyar Hydroelectric Power Project,Kerala,2015-16,state,511.00
hydro,Lower Sileru Hydroelectric Power Project,Andhra Pradesh,2015-16,state,1233.00
hydro,Machkund Hydroelectric Power Project,Odisha,2015-16,state,477.00
hydro,Madhikheda Hydroelectric Power Project,Madhya Pradesh,2015-16,state,92.00
hydro,Mahi Bajaj Sagar I & II Hydroelectric Power Project,Rajasthan,2015-16,state,166.00
hydro,Maithon Hydroelectric Power Project,West Bengal,2015-16,central,108.00
hydro,Malana Hydroelectric Power Project,Himachal Pradesh,2015-16,private,342.00
hydro,Malana II Hydroelectric Power Project,Himachal Pradesh,2015-16,private,354.00
hydro,Maneri Bhali I Hydroelectric Power Project,Uttarakhand,2015-16,state,487.00
hydro,Maneri Bhali II Hydroelectric Power Project,Uttarakhand,2015-16,state,1229.00
hydro,Matatilla Hydroelectric Power Project,Uttar Pradesh,2015-16,state,79.00
hydro,Mettur Dam Hydroelectric Power Project,Tamil Nadu,2015-16,state,68.20
hydro,Mettur Tunnel,Tamil Nadu,2015-16,state,272.06
hydro,Moyar Power House,Tamil Nadu,2015-16,state,104.00
hydro,Mukerian I to IV Hydroelectric Power Project,Punjab,2015-16,state,1169.00
hydro,Munirabad Power House,Karnataka,2015-16,state,62.00
hydro,Myntdu I Hydroelectric Power Project,Meghalaya,2015-16,state,444.00
hydro,Nagarjuna Sagar Left Bank Canal Power House (N.J.Sagar LBC),Telangana,2015-16,state,0.00
hydro,Nagarjuna Sagar (N.J.Sagar) Hydroelectric Power Project,Telangana,2015-16,state,88.36
hydro,Nagarjuna Sagar Right Bank Canal Power House (N.J.Sagar RBC),Andhra Pradesh,2015-16,state,0.00
hydro,Naptha Jhakri Hydroelectric Power Project,Himachal Pradesh,2015-16,central,7314.00
hydro,Neriamangalam Hydroelectric Power Project,Kerala,2015-16,state,351.00
hydro,Nimoo Bazgo Hydroelectric Power Project,Ladakh,2015-16,central,91.00
hydro,Obra Hydroelectric Power Project,Uttar Pradesh,2015-16,state,160.00
hydro,Omkareshwar Hydroelectric Power Project,Madhya Pradesh,2015-16,central,955.00
hydro,Pallivasal Hydroelectric Power Project,Kerala,2015-16,state,219.00
hydro,Panchet Hydroelectric Power Project,Jharkhand,2015-16,central,69.00
hydro,Panniar Hydroelectric Power Project,Kerala,2015-16,state,174.00
hydro,Papanasam Hydroelectric Power Project,Tamil Nadu,2015-16,state,117.00
hydro,Parbati III Hydroelectric Power Project,Himachal Pradesh,2015-16,central,643.00
hydro,Parson's Valley Hydroelectric Power Project,Tamil Nadu,2015-16,state,26.00
hydro,Pench Hydroelectric Power Project,Maharashtra,2015-16,state,379.00
hydro,Periyar Hydroelectric Power Project,Tamil Nadu,2015-16,state,505.00
hydro,Pochampad (Sriram Sagar Project) Hydroelectric Power Project,Telangana,2015-16,state,0.00
hydro,Pong Power House,Himachal Pradesh,2015-16,central,1735.00
hydro,Poringalkuthu Hydroelectric Power Project,Kerala,2015-16,state,160.00
hydro,Priyadarshni Jurala Hydroelectric Power Project,Telangana,2015-16,state,30.00
hydro,Pulichinthala Hydroelectric Power Project,Telangana,2015-16,state,0.00
hydro,Purulia Hydroelectric Power Project,West Bengal,2015-16,state,1065.00
hydro,Pykara Hydroelectric Power Project,Tamil Nadu,2015-16,state,57.00
hydro,Pykara Ultimate Hydroelectric Power Project,Tamil Nadu,2015-16,state,281.00
hydro,Rajghat Hydroelectric Power Project,Madhya Pradesh,2015-16,state,37.00
hydro,Ram Ganga Hydroelectric Power Project,Uttarakhand,2015-16,state,503.00
hydro,Rammam II Hydroelectric Power Project,West Bengal,2015-16,state,254.00
hydro,Rampur Hydroelectric Power Project,Himachal Pradesh,2015-16,central,1983.00
hydro,Rana Pratap Sagar Hydroelectric Power Project,Rajasthan,2015-16,state,518.00
hydro,Ranganadi Hydroelectric Power Project,Arunachal Pradesh,2015-16,central,1280.00
hydro,Rangit Hydroelectric Power Project,Sikkim,2015-16,central,345.00
hydro,Ranjit Sagar Hydroelectric Power Project,Punjab,2015-16,state,1957.00
hydro,Rengali Hydroelectric Power Project,Odisha,2015-16,state,599.00
hydro,Rihand Hydroelectric Power Project,Uttar Pradesh,2015-16,state,375.00
hydro,Sabarigiri Hydroelectric Power Project,Kerala,2015-16,state,1171.00
hydro,Salal I & II Hydroelectric Power Project,Jammu and Kashmir,2015-16,central,3591.00
hydro,Sanjay Hydroelectric Power Project,Himachal Pradesh,2015-16,state,0.00
hydro,Sardar Sarovar Canal Head Power House (CHPH),Gujarat,2015-16,state,705.00
hydro,Sardar Sarovar River Bed Power House (RBPH),Gujarat,2015-16,state,1466.00
hydro,Sarkarpathy Hydroelectric Power Project,Tamil Nadu,2015-16,state,79.00
hydro,Sengulam Hydroelectric Power Project,Kerala,2015-16,state,161.00
hydro,Sewa II Hydroelectric Power Project,Jammu and Kashmir,2015-16,central,597.00
hydro,Shanan Power House,Himachal Pradesh,2015-16,state,533.00
hydro,Sharavathi Hydroelectric Power Project,Karnataka,2015-16,state,2665.00
hydro,Shivasamudram Hydroelectric Power Project,Karnataka,2015-16,state,216.00
hydro,Sholayar Hydroelectric Power Project,Kerala,2015-16,state,210.00
hydro,Sholayar I Power House,Tamil Nadu,2015-16,state,264.00
hydro,Shrinagar Hydroelectric Power Project,Uttarakhand,2015-16,private,901.00
hydro,Singoli Bhatwari Hydro Power Project,Uttarakhand,2015-16,private,0.00
hydro,Srisailam Left Bank Power House,Telangana,2015-16,state,155.00
hydro,Srisailam Right Bank (RB) Power House,Andhra Pradesh,2015-16,state,206.00
hydro,Subernarekha I & II Hydroelectric Power Project,Jharkhand,2015-16,state,51.00
hydro,Suruliyar Hydroelectric Power Project,Tamil Nadu,2015-16,state,93.00
hydro,T B Dam/Tungabhadra Dam Hydroelectric Power Project,Karnataka,2015-16,state,64.50
hydro,Tanakpur Hydroelectric Power Project,Uttarakhand,2015-16,central,452.00
hydro,Teesta Low Dam III Hydroelectric Power Project,West Bengal,2015-16,central,515.00
hydro,Teesta Low Dam IV Hydroelectric Power Project,West Bengal,2015-16,central,19.00
hydro,Teesta V Hydroelectric Power Project,Sikkim,2015-16,central,2710.00
hydro,Tehri I Hydroelectric Power Project,Uttarakhand,2015-16,central,3101.00
hydro,Tillari Hydroelectric Power Project,Maharashtra,2015-16,state,44.00
hydro,Ukai Hydroelectric Power Project,Gujarat,2015-16,state,492.00
hydro,Umium I Hydroelectric Power Project,Meghalaya,2015-16,state,114.00
hydro,Umium IV Hydroelectric Power Project,Meghalaya,2015-16,state,185.00
hydro,Upper Indravati Hydroelectric Power Project,Odisha,2015-16,state,1760.00
hydro,Upper Kolab Hydroelectric Power Project,Odisha,2015-16,state,767.00
hydro,Upper Sileru I & II Hydroelectric Power Project,Andhra Pradesh,2015-16,state,465.00
hydro,Upper Sindh II Hydroelectric Power Project,Jammu and Kashmir,2015-16,state,258.00
hydro,Uri I Hydroelectric Power Project,Jammu and Kashmir,2015-16,central,3283.00
hydro,Uri II Hydroelectric Power Project,Jammu and Kashmir,2015-16,central,1196.00
hydro,Vaitarna Hydroelectric Power Project,Maharashtra,2015-16,state,123.00
hydro,Varahi Power House,Karnataka,2015-16,state,752.00
hydro,Vishnuprayag Hydroelectric Power Project,Uttarakhand,2015-16,private,1211.00
,,,,,
"Copyright © 2025, NITI Aayog",,,,,
https://iced.niti.gov.in,,,,,
"The information on this platform is mainly taken from official sources. However, in some cases, a few assumptions have been made and some data derived or assumed and is given in the detailed. While we believe that the data is reliable and adequately comprehensive, NITI Aayog ICED does not take guarantee that such information is in all respects accurate. NITI Aayog ICED does not accept any liability for any consequences resulting from the use of this data.sss",,,,,
